[step],KAPPA-E,RHO,THRESHOLD,SEED,final-total-spikes,active-neuron-fraction,mean-weight,weight-sd,mean-firing-rate,synchrony-index
500,1.0,0.01,1.0,8,1273,0.9933333333333333,0.011535137773047578,0.014089526658758537,0.016973333333333333,0.8179262304120704
500,1.0,0.01,1.0,9,1089,1.0,0.009397959022855633,0.007249356922485771,0.01452,1.14090330024036
500,1.0,0.01,1.0,10,1325,1.0,0.009579960073372557,0.014872683197099256,0.017666666666666667,0.9510784876204872
500,1.0,0.01,1.5,1,1046,0.9933333333333333,0.009244672134574288,0.009011049857768526,0.013946666666666666,0.8085685946298556
500,1.0,0.01,1.5,2,1086,1.0,0.009862775134036389,0.009261530831239508,0.01448,0.8934645641963957
500,1.0,0.01,1.5,3,777,0.9666666666666667,0.008104760191710698,0.006645076365050164,0.01036,1.00103632055349
500,1.0,0.01,1.5,4,955,0.9933333333333333,0.008341939965238665,0.006167751711699261,0.012733333333333333,1.0099885841694527
500,1.0,0.01,1.5,5,942,0.9733333333333334,0.010197154652398894,0.011088391259183537,0.01256,1.0349839795933757
500,1.0,0.01,1.5,6,1056,0.9866666666666667,0.010479673747404356,0.01292137820335911,0.01408,0.805933316502352
500,1.0,0.01,1.5,7,864,1.0,0.008072387768498158,0.005822268829843933,0.01152,0.8857572803911337
500,1.0,0.01,1.5,8,894,0.9933333333333333,0.008837284654809336,0.007875977606397206,0.01192,0.8584177748259467
500,1.0,0.01,1.5,9,642,0.7,0.008366171589074309,0.008162344969683811,0.00856,1.2931298962090212
500,1.0,0.01,1.5,10,988,0.9866666666666667,0.00846476837046228,0.007304371285351271,0.013173333333333334,0.994681091760224
500,1.0,0.019,0.5,1,2744,1.0,0.013131440991394055,0.012610779139750679,0.03658666666666667,0.6198818371122917
500,1.0,0.019,0.5,2,2619,1.0,0.015640122332970283,0.01936976045116934,0.03492,0.5203273607299814
500,1.0,0.019,0.5,3,2842,1.0,0.01846367244789432,0.023358595235490543,0.037893333333333334,0.6294780041368871
500,1.0,0.019,0.5,4,2366,1.0,0.015837653944454532,0.01859338071768868,0.03154666666666667,0.5817961004747407
500,1.0,0.019,0.5,5,2847,1.0,0.016754773049432865,0.017146890869483046,0.03796,0.6079802408782774
500,1.0,0.019,0.5,6,2670,1.0,0.018226015044394393,0.020053051323946268,0.0356,0.5966912034757366
500,1.0,0.019,0.5,7,2661,1.0,0.01691726871632754,0.023561923645968028,0.03548,0.6171538184776975
500,1.0,0.019,0.5,8,2594,1.0,0.016812999493170316,0.021037766023889955,0.03458666666666667,0.577054169482979
500,1.0,0.019,0.5,9,2649,1.0,0.014437179122308375,0.020204826486423272,0.03532,0.6718704771215839
500,1.0,0.019,0.5,10,2701,1.0,0.017006459922064454,0.022932224983916987,0.036013333333333335,0.5921666882345293
500,1.0,0.019,1.0,1,1604,1.0,0.009902176796557093,0.011557768226257583,0.021386666666666665,0.7891863834977749
500,1.0,0.019,1.0,2,1779,1.0,0.011397367382561262,0.012881798225416241,0.02372,0.7123268991492288
500,1.0,0.019,1.0,3,1649,1.0,0.012810896773624085,0.015050627003250347,0.021986666666666668,0.7878139543895267
500,1.0,0.019,1.0,4,1561,1.0,0.012329399572098056,0.019708305069152245,0.020813333333333333,0.7613903090341853
500,1.0,0.019,1.0,5,1660,1.0,0.011839420467373674,0.014111515123761494,0.022133333333333335,0.8496707151916311
500,1.0,0.019,1.0,6,1664,0.98,0.010305070627580532,0.010221100727860605,0.022186666666666667,0.7578514755088087
500,1.0,0.019,1.0,7,2059,1.0,0.01425503866582825,0.021044048848220958,0.027453333333333333,0.6802786381270015
500,1.0,0.019,1.0,8,1648,1.0,0.00961665882292741,0.008117049957424202,0.021973333333333334,0.6891011779626011
500,1.0,0.019,1.0,9,1817,1.0,0.01302076926919977,0.017247968831422024,0.024226666666666667,0.7277444239698871
500,1.0,0.019,1.0,10,1947,1.0,0.010855277912257835,0.013496672133173097,0.02596,0.6356654867567861
500,1.0,0.019,1.5,1,939,0.3466666666666667,0.007970880598666453,0.0070736298262015634,0.01252,0.9019004703206563
500,1.0,0.019,1.5,2,1578,1.0,0.012362254265417266,0.01578121288429235,0.02104,0.6931298727950926
500,1.0,0.019,1.5,3,1062,1.0,0.009407448376616405,0.011550015735498173,0.01416,0.8877899198831338
500,1.0,0.019,1.5,4,1517,1.0,0.012805627002042286,0.014512050089385503,0.020226666666666667,0.7135026572292803
500,1.0,0.019,1.5,5,1169,1.0,0.009574229097472511,0.009741248626807128,0.015586666666666667,0.9218292982543111
500,1.0,0.019,1.5,6,1092,1.0,0.010386087565302977,0.010168564786408209,0.01456,0.9466726944197478
500,1.0,0.019,1.5,7,1318,1.0,0.009901966480836254,0.011814289399588196,0.017573333333333333,0.7120051282002986
500,1.0,0.019,1.5,8,1303,1.0,0.011277554984118976,0.01786690044467769,0.017373333333333334,0.7557160825079855
500,1.0,0.019,1.5,9,1063,0.9933333333333333,0.008884149320518554,0.007205932277556221,0.014173333333333333,0.9093542560954903
500,1.0,0.019,1.5,10,1432,1.0,0.01041129898681449,0.010654016797187962,0.019093333333333334,0.6885916225508677
500,1.5,0.001,0.5,1,779,1.0,0.006806232664506913,0.0006317774586955923,0.010386666666666667,2.1843416646127896
500,1.5,0.001,0.5,2,720,0.9933333333333333,0.006840825373973894,0.0014421496318774698,0.0096,1.8933345525162346
500,1.5,0.001,0.5,3,655,1.0,0.006752060560194722,0.0004131769547011529,0.008733333333333333,2.3484704797764984
500,1.5,0.001,0.5,4,677,0.9933333333333333,0.006911356819337487,0.0008903906508179193,0.009026666666666667,1.9476781897025164
500,1.5,0.001,0.5,5,601,0.9933333333333333,0.006814829008746922,0.0004386591010345569,0.008013333333333334,2.547435079285396
500,1.5,0.001,0.5,6,734,1.0,0.0070655406702441375,0.004533454320276326,0.009786666666666667,1.7230120247402259
500,1.5,0.001,0.5,7,719,0.9933333333333333,0.006809143565916389,0.0006343890303576466,0.009586666666666667,2.1143955694760215
500,1.5,0.001,0.5,8,770,0.9866666666666667,0.007528844721318225,0.0053187815255087085,0.010266666666666667,1.815865881253741
500,1.5,0.001,0.5,9,767,0.9866666666666667,0.0071300965100027855,0.002799772820826409,0.010226666666666667,1.760760280211567
500,1.5,0.001,0.5,10,787,1.0,0.006795900546709946,0.0007402676851141998,0.010493333333333334,1.8498164287373071
500,1.5,0.001,1.0,1,410,0.9666666666666667,0.007039694838363311,0.00423854931420687,0.0054666666666666665,2.42910638055665
500,1.5,0.001,1.0,2,548,0.9666666666666667,0.006741718047956059,0.0007530543558145957,0.007306666666666667,1.6598324895996344
500,1.5,0.001,1.0,3,463,0.9733333333333334,0.006719342406516628,0.00041758249969314125,0.006173333333333334,2.0155629130209967
500,1.5,0.001,1.0,4,357,0.8933333333333333,0.006813090888011465,0.0011722336414478288,0.00476,1.7353809010942078
500,1.5,0.001,1.0,5,321,0.96,0.006672115852070565,0.00026636612752302684,0.00428,2.765462287048808
500,1.5,0.001,1.0,6,365,0.9533333333333334,0.00667721958843986,0.00025646810462628364,0.004866666666666667,2.587640584075525
500,1.5,0.001,1.0,7,507,0.9466666666666667,0.006812164659162616,0.0010805793093082974,0.00676,1.9817037726558027
500,1.5,0.001,1.0,8,601,0.9733333333333334,0.006858594678314292,0.0018877174928766992,0.008013333333333334,1.5733141930079027
500,1.5,0.001,1.0,9,375,0.6733333333333333,0.006710517677261925,0.0006690033224991621,0.005,1.9190939003478336
500,1.5,0.001,1.0,10,504,0.9733333333333334,0.0067166121112947254,0.00040588748232820495,0.00672,1.9631248411183537
500,1.5,0.001,1.5,1,207,0.38666666666666666,0.006618129869353114,0.0004770237517454119,0.00276,2.5434927619391137
500,1.5,0.001,1.5,2,287,0.88,0.006635472688261002,0.00018579935491979646,0.0038266666666666666,2.549040435837057
500,1.5,0.001,1.5,3,150,0.30666666666666664,0.006672679797215839,0.0013566817450553965,0.002,2.4655271881074965
500,1.5,0.001,1.5,4,303,0.8866666666666667,0.006775361693959555,0.001077516650612864,0.00404,2.0383483478937334
500,1.5,0.001,1.5,5,235,0.5733333333333334,0.006700557278389999,0.0006573679119632054,0.0031333333333333335,2.1181512693948688
500,1.5,0.001,1.5,6,315,0.86,0.0066810853773442294,0.0003394492144826314,0.0042,2.0650085818913877
500,1.5,0.001,1.5,7,328,0.9,0.00667054521594298,0.0004216804384049648,0.004373333333333333,2.1931115917132313
500,1.5,0.001,1.5,8,311,0.7266666666666667,0.006688375102345174,0.0006457563439097207,0.0041466666666666666,2.2201226875043356
500,1.5,0.001,1.5,9,285,0.6533333333333333,0.00668406604185811,0.00043066867361611497,0.0038,2.395767825958095
500,1.5,0.001,1.5,10,353,0.9066666666666666,0.006687861270238692,0.0007642915232131486,0.004706666666666666,1.9020138568255613
500,1.5,0.01,0.5,1,1301,1.0,0.008973413586400273,0.010079882843530235,0.017346666666666666,1.2665839638270797
500,1.5,0.01,0.5,2,1369,1.0,0.008572109037985545,0.00753491105167135,0.018253333333333333,0.999712942459589
500,1.5,0.01,0.5,3,1453,1.0,0.00836698105308029,0.005877900234402762,0.019373333333333333,1.036886248637291
500,1.5,0.01,0.5,4,1251,1.0,0.008867954894324109,0.0064074912490889825,0.01668,1.2054311707548948
500,1.5,0.01,0.5,5,1478,1.0,0.011838290542842841,0.0154862895416517,0.019706666666666667,0.9975661959248536
500,1.5,0.01,0.5,6,1202,1.0,0.008900213702906987,0.0071078077817738694,0.016026666666666668,1.1518873099491673
500,1.5,0.01,0.5,7,1517,1.0,0.012290471611245855,0.01416653099175548,0.020226666666666667,1.0201575990685414
500,1.5,0.01,0.5,8,1528,1.0,0.009231688473574397,0.009709226433328682,0.020373333333333334,0.9409872168249552
500,1.5,0.01,0.5,9,1377,0.9933333333333333,0.011754957233672385,0.016499791919424835,0.01836,1.0429479057529096
500,1.5,0.01,0.5,10,1458,0.9933333333333333,0.01011683354246622,0.0114642593528412,0.01944,0.971724747949413
500,1.5,0.01,1.0,1,1043,1.0,0.008605508205556047,0.007282001132366811,0.013906666666666666,1.0041261098672645
500,1.5,0.01,1.0,2,801,1.0,0.007201416866844164,0.003195403545190019,0.01068,1.2186231065574171
500,1.5,0.01,1.0,3,681,0.98,0.0077274166709936695,0.006318726434593314,0.00908,1.4697075819141499
500,1.5,0.01,1.0,4,861,0.9933333333333333,0.008358023022541395,0.009670187250885625,0.01148,0.9553027785476061
500,1.5,0.01,1.0,5,916,1.0,0.009695901855531758,0.010157267631430008,0.012213333333333333,1.1855425760982337
500,1.5,0.01,1.0,6,967,1.0,0.007682352847103541,0.0037985506149766173,0.012893333333333333,1.0863829975216723
500,1.5,0.01,1.0,7,1245,1.0,0.009462677283486291,0.008775735057008524,0.0166,0.8559952422198197
500,1.5,0.01,1.0,8,1110,0.9933333333333333,0.00964474292746675,0.01150834298936217,0.0148,0.9235890881974297
500,1.5,0.01,1.0,9,1113,1.0,0.012392852593332353,0.02178959630151526,0.01484,0.8606439561297864
500,1.5,0.01,1.0,10,1212,1.0,0.00811957643273378,0.00586645982710712,0.01616,0.9186007370663147
500,1.5,0.01,1.5,1,732,0.98,0.008136316782048965,0.005512699532932219,0.00976,1.06819664373445
500,1.5,0.01,1.5,2,725,0.9933333333333333,0.007979500131690425,0.0061879931096485135,0.009666666666666667,1.1367671932797987
500,1.5,0.01,1.5,3,735,1.0,0.00814857307451342,0.007035047837716529,0.0098,1.0230404249536553
500,1.5,0.01,1.5,4,683,0.96,0.009100137337260795,0.009494422790670875,0.009106666666666667,1.06294657967047
500,1.5,0.01,1.5,5,678,0.9466666666666667,0.00892664248500841,0.007725187126955835,0.00904,1.1486722047573485
500,1.5,0.01,1.5,6,559,0.9466666666666667,0.007610243724711436,0.00428116622708038,0.0074533333333333335,1.3519716581233028
500,1.5,0.01,1.5,7,775,0.98,0.008216003266369277,0.0076831137754985925,0.010333333333333333,1.139168411837037
500,1.5,0.01,1.5,8,779,0.9533333333333334,0.008738916891085914,0.007698662627088774,0.010386666666666667,1.0476029593651297
500,1.5,0.01,1.5,9,659,0.9933333333333333,0.008425638356936126,0.008007465601319697,0.008786666666666667,1.2601221452527733
500,1.5,0.01,1.5,10,765,0.8933333333333333,0.00860975322411136,0.008439022823707908,0.0102,0.9984753927588562
500,1.5,0.019,0.5,1,2355,1.0,0.013417597170502381,0.014909878901902159,0.0314,0.7024936984676168
500,1.5,0.019,0.5,2,1840,1.0,0.014356325384320698,0.018224694533248143,0.024533333333333334,0.7434222988904603
500,1.5,0.019,0.5,3,2043,1.0,0.010814591620785118,0.01162398944279763,0.02724,0.794992456662513
500,1.5,0.019,0.5,4,1816,1.0,0.013433012845221413,0.018741189196936008,0.024213333333333333,0.8464553339481788
500,1.5,0.019,0.5,5,2235,1.0,0.016759298655931867,0.021987987052941863,0.0298,0.6661572482526619
500,1.5,0.019,0.5,6,2395,1.0,0.01882942462196186,0.02616220827219889,0.031933333333333334,0.5719225568247649
500,1.5,0.019,0.5,7,2333,1.0,0.015850227856050312,0.01917886927027455,0.031106666666666668,0.6636758857300961
500,1.5,0.019,0.5,8,2160,1.0,0.012797432327872995,0.01733447944468633,0.0288,0.6753002099097931
500,1.5,0.019,0.5,9,2286,1.0,0.01709545864135314,0.024705807988991774,0.03048,0.5733103146171491
500,1.5,0.019,0.5,10,2050,1.0,0.010945813290159095,0.011120908385009603,0.027333333333333334,0.6928778616363891
500,1.5,0.019,1.0,1,1624,0.9933333333333333,0.010295592260046562,0.0100473583706121,0.021653333333333333,0.6906825894464103
500,1.5,0.019,1.0,2,1369,1.0,0.011211821785844107,0.012911422927840767,0.018253333333333333,0.7265481934412047
500,1.5,0.019,1.0,3,1355,1.0,0.009147039737387973,0.012168389679894063,0.01806666666666667,0.7560791595339706
500,1.5,0.019,1.0,4,1423,1.0,0.011364416390748044,0.012504163199304403,0.01897333333333333,0.7639973860313025
500,1.5,0.019,1.0,5,1226,1.0,0.009978779960402683,0.01036849263955528,0.016346666666666666,0.8969830179732211
500,1.5,0.019,1.0,6,1552,1.0,0.010768876641054751,0.010850522220654243,0.020693333333333334,0.762407606071743
500,1.5,0.019,1.0,7,1449,1.0,0.010207788816322996,0.010205199348587959,0.01932,0.759872806574758
500,1.5,0.019,1.0,8,1330,1.0,0.010427878162330788,0.010137769890577443,0.017733333333333334,0.8210598508109854
500,1.5,0.019,1.0,9,1743,1.0,0.013671960577231648,0.022700578886154996,0.02324,0.658179391777122
500,1.5,0.019,1.0,10,1457,1.0,0.009306293745097758,0.009323272017204093,0.019426666666666665,0.7789986832241256
500,1.5,0.019,1.5,1,1007,1.0,0.008413858933599676,0.008002434097825863,0.013426666666666667,0.928486901109431
500,1.5,0.019,1.5,2,1175,1.0,0.009635235674637668,0.009468930397390166,0.015666666666666666,0.7532957657195456
500,1.5,0.019,1.5,3,1135,1.0,0.009460988342326244,0.007979530420842408,0.015133333333333334,0.7552179559178892
500,1.5,0.019,1.5,4,1193,1.0,0.009039282400123612,0.009452741300082274,0.015906666666666666,0.7809372884703412
500,1.5,0.019,1.5,5,576,0.5733333333333334,0.008190370106268299,0.0061485296061406635,0.00768,1.1157807963138164
500,1.5,0.019,1.5,6,772,0.9466666666666667,0.008718395260346777,0.00849704054009121,0.010293333333333333,1.1116442489602765
500,1.5,0.019,1.5,7,953,1.0,0.00771107502943493,0.004012074548921287,0.012706666666666666,0.9443341606555861
500,1.5,0.019,1.5,8,1077,1.0,0.009695565091047392,0.0097428463360061,0.01436,0.878092792094295
500,1.5,0.019,1.5,9,908,0.9866666666666667,0.009253516670071122,0.009168925200131533,0.012106666666666667,0.9060937396838765
500,1.5,0.019,1.5,10,1016,0.9866666666666667,0.008461699146441013,0.005806649117295035,0.013546666666666667,0.8508165033228625
500,2.0,0.001,0.5,1,50,0.3333333333333333,0.9551907300694189,0.013823300870023869,0.06666666666666667,0.0
500,2.0,0.001,0.5,2,5,0.03333333333333333,0.9803244897959126,0.003329713170217297,0.016666666666666666,0.0
500,2.0,0.001,0.5,3,538,1.0,0.006903639155677671,0.002246526315478983,0.007173333333333334,2.354634581865548
500,2.0,0.001,0.5,4,510,0.98,0.006790810222764094,0.0006616885139168277,0.0068,2.3272431931213577
500,2.0,0.001,0.5,5,589,0.9933333333333333,0.007124463973539904,0.0032603609941935325,0.007853333333333334,2.064432405024436
500,2.0,0.001,0.5,6,532,0.96,0.006818824376590077,0.0011608164057691714,0.0070933333333333334,2.229476705437607
500,2.0,0.001,0.5,7,612,0.9866666666666667,0.006766257978267022,0.0003610846708797081,0.00816,2.4737720693509475
500,2.0,0.001,0.5,8,658,0.9866666666666667,0.006692034109052464,0.0002853523061416328,0.008773333333333333,1.9055716799310414
500,2.0,0.001,0.5,9,9,0.06,0.9710529230769301,0.006038023455716195,0.02,0.0
500,2.0,0.001,0.5,10,608,0.98,0.007773103936062348,0.00695240575410746,0.008106666666666667,2.1316293236802824
500,2.0,0.001,1.0,1,334,0.9333333333333333,0.006618801018506563,0.00015764463261362183,0.0044533333333333334,2.4115116692678997
500,2.0,0.001,1.0,2,5,0.03333333333333333,0.9512100723489783,0.003263451878129951,0.006666666666666667,0.0
500,2.0,0.001,1.0,3,329,0.9,0.006641064115390711,0.00022760529088375242,0.004386666666666666,2.564172299222269
500,2.0,0.001,1.0,4,358,0.84,0.0067055256595455505,0.0005013494118195806,0.004773333333333333,1.8030706538971002
500,2.0,0.001,1.0,5,280,0.94,0.00665420803934964,0.0002140198400731907,0.0037333333333333333,2.966608298191016
500,2.0,0.001,1.0,6,265,0.7066666666666667,0.006647982491439881,0.00022499981288750802,0.003533333333333333,2.595890288919729
500,2.0,0.001,1.0,7,310,0.9333333333333333,0.006648065111218844,0.0002028301948765734,0.0041333333333333335,2.8825373873858022
500,2.0,0.001,1.0,8,109,0.66,0.847187100950361,0.013348936687813472,0.04274509803921569,0.5705433703022428
500,2.0,0.001,1.0,9,29,0.19333333333333333,0.9240329977574676,0.007837373669524151,0.024166666666666666,0.0
500,2.0,0.001,1.0,10,540,0.9333333333333333,0.006726214346218336,0.0006791571744106425,0.0072,1.8109488540231853
500,2.0,0.001,1.5,1,26,0.17333333333333334,0.8965511211742604,0.0076202393239268515,0.01575757575757576,1.185713776492166
500,2.0,0.001,1.5,2,5,0.03333333333333333,0.9509900498999985,1.4449291033893736e-15,0.006666666666666667,0.0
500,2.0,0.001,1.5,3,213,0.84,0.006626098304674643,0.0001967350579109517,0.00284,2.4695209155562767
500,2.0,0.001,1.5,4,211,0.6733333333333333,0.006657859897733653,0.0005216460036840694,0.0028133333333333335,2.2149279423272774
500,2.0,0.001,1.5,5,320,0.6466666666666666,0.006807638326333976,0.001413323092193634,0.004266666666666667,1.7007362398429071
500,2.0,0.001,1.5,6,315,0.9,0.0067110592379695765,0.0005982744691984725,0.0042,1.7786358632392105
500,2.0,0.001,1.5,7,331,0.9333333333333333,0.006973670535313284,0.0034777662281243477,0.004413333333333333,2.012698375184282
500,2.0,0.001,1.5,8,251,0.8,0.006614958566028877,0.00018599443631083125,0.0033466666666666666,2.2752851755071064
500,2.0,0.001,1.5,9,234,0.8133333333333334,0.006629506890012405,0.00019420641633909966,0.00312,2.7466039712675734
500,2.0,0.001,1.5,10,308,0.8866666666666667,0.006700559997272841,0.0006610788148740037,0.0041066666666666665,2.194983135126283
500,2.0,0.01,0.5,1,50,0.3333333333333333,0.9551907300694189,0.013823300870023869,0.06666666666666667,0.0
500,2.0,0.01,0.5,2,5,0.03333333333333333,0.9803244897959126,0.003329713170217297,0.016666666666666666,0.0
500,2.0,0.01,0.5,3,1278,1.0,0.008451295970960735,0.006733339539257045,0.01704,0.9884917453488168
500,2.0,0.01,0.5,4,1339,1.0,0.010530035431628034,0.012843445956358583,0.017853333333333332,0.9395606679854256
500,2.0,0.01,0.5,5,1283,1.0,0.009967947362039473,0.01080444936147617,0.017106666666666666,1.1037639720973305
500,2.0,0.01,0.5,6,1305,1.0,0.010503678177337411,0.010020614625964638,0.0174,1.0903124174678878
500,2.0,0.01,0.5,7,1172,1.0,0.009470658321208185,0.012543602299263325,0.015626666666666667,1.1361144739000708
500,2.0,0.01,0.5,8,1448,1.0,0.010624966765528935,0.012442614454669725,0.019306666666666666,0.8880697784453305
500,2.0,0.01,0.5,9,9,0.06,0.9710529230769301,0.006038023455716195,0.02,0.0
500,2.0,0.01,0.5,10,1296,0.9933333333333333,0.009428710854016566,0.0109555209606549,0.01728,1.0151358704813178
500,2.0,0.01,1.0,1,879,0.9866666666666667,0.008331107535766692,0.006143295108513846,0.01172,1.0267234082102925
500,2.0,0.01,1.0,2,5,0.03333333333333333,0.9512100723489783,0.003263451878129951,0.006666666666666667,0.0
500,2.0,0.01,1.0,3,685,0.96,0.008207563618703558,0.007114829348291326,0.009133333333333334,1.3880771975743376
500,2.0,0.01,1.0,4,734,0.98,0.008241906100289536,0.00779312536794069,0.009786666666666667,1.1005519230505494
500,2.0,0.01,1.0,5,874,1.0,0.009883681224069085,0.011687523028698975,0.011653333333333333,1.1027884490353512
500,2.0,0.01,1.0,6,897,0.9933333333333333,0.008657382986889423,0.0075203440446886425,0.01196,0.9289123704174828
500,2.0,0.01,1.0,7,40,0.24,0.84488994214512,0.010376545019053267,0.01568627450980392,1.2385412286234156
500,2.0,0.01,1.0,8,67,0.44,0.88937909674428,0.011573371981905252,0.03722222222222222,0.40018627064918666
500,2.0,0.01,1.0,9,29,0.19333333333333333,0.9240329977574676,0.007837373669524151,0.024166666666666666,0.0
500,2.0,0.01,1.0,10,844,0.9866666666666667,0.0078034331527652625,0.005038655660615189,0.011253333333333334,1.2034832416145458
500,2.0,0.01,1.5,1,26,0.17333333333333334,0.8965511211742604,0.0076202393239268515,0.01575757575757576,1.185713776492166
500,2.0,0.01,1.5,2,5,0.03333333333333333,0.9509900498999985,1.4449291033893736e-15,0.006666666666666667,0.0
500,2.0,0.01,1.5,3,344,0.6266666666666667,0.006779930185083891,0.0021540188454887746,0.004586666666666667,1.505467098873186
500,2.0,0.01,1.5,4,655,0.9866666666666667,0.008054525849369429,0.006877957946900216,0.008733333333333333,1.0648216301859357
500,2.0,0.01,1.5,5,542,0.9533333333333334,0.007702518507470852,0.005140486712431616,0.007226666666666667,1.2917981140899188
500,2.0,0.01,1.5,6,567,0.9,0.007175489045142154,0.0028840206935065115,0.00756,1.2012885147921808
500,2.0,0.01,1.5,7,547,0.9,0.007870029537319976,0.006777957372809703,0.007293333333333333,1.1060299546581245
500,2.0,0.01,1.5,8,585,0.7133333333333334,0.0079079613336467,0.005972525774832452,0.0078,1.1621409967777385
500,2.0,0.01,1.5,9,558,0.6866666666666666,0.007070282686621931,0.002868483395611325,0.00744,1.2002260085567502
500,2.0,0.01,1.5,10,697,0.9866666666666667,0.007293760912250487,0.0029882402890411843,0.009293333333333334,1.0402884068725708
500,2.0,0.019,0.5,1,50,0.3333333333333333,0.9551907300694189,0.013823300870023869,0.06666666666666667,0.0
500,2.0,0.019,0.5,2,5,0.03333333333333333,0.9803244897959126,0.003329713170217297,0.016666666666666666,0.0
500,2.0,0.019,0.5,3,1826,1.0,0.011969013531120737,0.013689728321845356,0.024346666666666666,0.736851315119307
500,2.0,0.019,0.5,4,2059,1.0,0.012061486909921983,0.012507114937656872,0.027453333333333333,0.6107092482037438
500,2.0,0.019,0.5,5,1660,1.0,0.013353884426377024,0.01664989091640259,0.022133333333333335,0.8912360091500697
500,2.0,0.019,0.5,6,1659,1.0,0.011558234860750785,0.011851266358791007,0.02212,0.8225016758705258
500,2.0,0.019,0.5,7,1639,1.0,0.011271336596575825,0.012093972686823872,0.021853333333333332,0.8502618975470585
500,2.0,0.019,0.5,8,87,0.58,0.8992294669482935,0.012941818731672381,0.05272727272727273,0.4210726226210162
500,2.0,0.019,0.5,9,9,0.06,0.9710529230769301,0.006038023455716195,0.02,0.0
500,2.0,0.019,0.5,10,1966,1.0,0.010357488938384063,0.011978152317192061,0.026213333333333335,0.6894970465181042
500,2.0,0.019,1.0,1,1176,1.0,0.00939244460850598,0.007974914060044972,0.01568,0.8596716457357692
500,2.0,0.019,1.0,2,5,0.03333333333333333,0.9512100723489783,0.003263451878129951,0.006666666666666667,0.0
500,2.0,0.019,1.0,3,1140,1.0,0.010437589077970476,0.01249012182479602,0.0152,0.9527783799517796
500,2.0,0.019,1.0,4,1173,1.0,0.01067963807272348,0.012268016972909428,0.01564,0.8192210767192964
500,2.0,0.019,1.0,5,1223,1.0,0.010845340546810434,0.012121229757819565,0.016306666666666667,0.8309776976826786
500,2.0,0.019,1.0,6,1039,1.0,0.010039100753106416,0.011249660515310034,0.013853333333333334,0.9663036927700589
500,2.0,0.019,1.0,7,40,0.24,0.84488994214512,0.010376545019053267,0.01568627450980392,1.2385412286234156
500,2.0,0.019,1.0,8,1270,1.0,0.008986884777774904,0.008205686160767814,0.016933333333333335,0.7339485241338848
500,2.0,0.019,1.0,9,29,0.19333333333333333,0.9240329977574676,0.007837373669524151,0.024166666666666666,0.0
500,2.0,0.019,1.0,10,1178,1.0,0.008652008821704823,0.006410764065575313,0.015706666666666667,0.8253117710237277
500,2.0,0.019,1.5,1,26,0.17333333333333334,0.8965511211742604,0.0076202393239268515,0.01575757575757576,1.185713776492166
500,2.0,0.019,1.5,2,5,0.03333333333333333,0.9509900498999985,1.4449291033893736e-15,0.006666666666666667,0.0
500,2.0,0.019,1.5,3,955,1.0,0.008416455391167987,0.007298463681062893,0.012733333333333333,0.8203053442298921
500,2.0,0.019,1.5,4,888,0.9866666666666667,0.00875477474209797,0.007794852145125099,0.01184,0.9581366761937843
500,2.0,0.019,1.5,5,895,0.9866666666666667,0.009935127605254895,0.01009313007681457,0.011933333333333334,0.9545947028821558
500,2.0,0.019,1.5,6,870,0.98,0.008646750524601031,0.006559204701773255,0.0116,0.8770834464225882
500,2.0,0.019,1.5,7,72,0.3466666666666667,0.671242252404449,0.010607984923844804,0.012,1.221056164819958
500,2.0,0.019,1.5,8,819,0.98,0.008091923477015605,0.006264262768219325,0.01092,0.9979959003622915
500,2.0,0.019,1.5,9,874,0.9933333333333333,0.009384640604066777,0.01112407204019109,0.011653333333333333,0.9590046512031994
500,2.0,0.019,1.5,10,981,1.0,0.00904073713801732,0.009664420575223275,0.01308,0.8629009625015994
